web-scraper-order,web-scraper-start-url,shelfmark,shelfmark-href,all_link,all_link-href,h3_date,h3_startdate,h3_enddate,sub-all_link,sub-all_link-href
"1642687035-1303","https://handrit.is/en/search/results/2YLppK","AM 353 4to","https://handrit.is/en/manuscript/view/AM04-0353","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0353","1700-1715","1700","1715","Browse","https://handrit.is/da/manuscript/browse/uniform"
"1642686941-414","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","A Christian Alphabet","https://handrit.is/en/manuscript/list/uniform?v=A+Christian+Alphabet"
"1642686947-702","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","Digitized manuscripts","https://handrit.is/en/search/results/fzGgFf"
"1642687066-1826","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","Konung Magnus Erikssons Stadslag. Codex iuris urbici Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur11"
"1642686941-596","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Annales Lundenses (2)","https://handrit.is/en/manuscript/list/uniform?v=Annales+Lundenses"
"1642687087-2077","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","","https://handrit.is/en/manuscript/imaging/en/AM02-0162-L"
"1642686941-465","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Af hverju er þá rifið?","https://handrit.is/en/manuscript/list/uniform?v=Af+hverju+er+%C3%BE%C3%A1+rifi%C3%B0%3F"
"1642686935-382","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","About","https://handrit.is/en/about","1818","1818","null","Search","https://handrit.is/en/search/regular"
"1642687064-1740","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","High Quality","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/327/HIGH_QUALITY_DISPLAY"
"1642686917-290","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","«","https://handrit.is/en/manuscript/view/en/Rask114","1818","1818","null","Send Feedback on Manuscript","https://handrit.is/en/popup/feedback/en/Rask114"
"1642687091-2209","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","5","https://handrit.is/en/manuscript/list.browser.pager/5?t:ac=keyword/kvad"
"1642686966-911","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat","1600-1650","1600","1650","2","https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/2?t:ac=KKKat"
"1642686953-832","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","»","https://handrit.is/en/manuscript/view/en/AM02-0202-g","1600-1650","1600","1650","Send Feedback on Manuscript","https://handrit.is/en/popup/feedback/en/AM02-0202-g"
"1642686986-1066","https://handrit.is/en/search/results/2YLppK","AM 200 fol.","https://handrit.is/en/manuscript/view/AM02-0200","«","https://handrit.is/en/manuscript/view/en/AM02-020-h","1590-1610","1590","1610","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-020-h"
"1642687093-2232","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","More Details","https://handrit.is/en/biography/view/FreRos001","1485-1499","1485","1499","5","https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/5?t:ac=FreRos001"
"1642687093-2244","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","More Details","https://handrit.is/en/biography/view/FreRos001","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM08-008"
"1642687028-1294","https://handrit.is/en/search/results/2YLppK","AM 353 4to","https://handrit.is/en/manuscript/view/AM04-0353","«","https://handrit.is/en/manuscript/view/en/AM04-0352","1700-1715","1700","1715","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat"
"1642686941-442","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Adónías saga (23)","https://handrit.is/en/manuscript/list/uniform?v=Ad%C3%B3n%C3%ADas+saga"
"1642686941-518","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Alle Helgens Litani","https://handrit.is/en/manuscript/list/uniform?v=Alle+Helgens+Litani"
"1642686930-353","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/Rask115","1818","1818","null","","https://handrit.is/da/manuscript/view.outerlayout.language/en?t:ac=en/Rask115"
"1642686941-509","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Alexanders rímur og Loðvíks","https://handrit.is/en/manuscript/list/uniform?v=Alexanders+r%C3%ADmur+og+Lo%C3%B0v%C3%ADks"
"1642686986-1082","https://handrit.is/en/search/results/2YLppK","AM 200 fol.","https://handrit.is/en/manuscript/view/AM02-0200","«","https://handrit.is/en/manuscript/view/en/AM02-020-h","1590-1610","1590","1610","University Library of Copenhagen","https://handrit.is/en/organization/view/KB"
"1642687054-1507","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_7","1485-1499","1485","1499","On Severe Offences","https://handrit.is/en/manuscript/view/AM04-0046#section_6"
"1642686941-647","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Articuli Thordonis legiferi (4)","https://handrit.is/en/manuscript/list/uniform?v=Articuli+Thordonis+legiferi"
"1642686941-440","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Adonias saga (2)","https://handrit.is/en/manuscript/list/uniform?v=Adonias+saga"
"1642686941-550","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Ambrosius saga ok Rosamundu","https://handrit.is/en/manuscript/list/uniform?v=Ambrosius+saga+ok+Rosamundu"
"1642686947-783","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","ÍB 174 8vo","https://handrit.is/en/manuscript/view/is/IB08-0174"
"1642687069-1906","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","«","https://handrit.is/en/manuscript/view/en/AM04-0045"
"1642686958-870","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","No Title","https://handrit.is/en/manuscript/view/AM02-0201#section_1","1600-1650","1600","1650","«","https://handrit.is/en/manuscript/view/en/AM02-0200"
"1642687066-1820","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","(148v-163v)","https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content"
"1642686941-561","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Anda þinn, Guð, mér gef þú víst …","https://handrit.is/en/manuscript/list/uniform?v=Anda+%C3%BEinn%2C+Gu%C3%B0%2C+m%C3%A9r+gef+%C3%BE%C3%BA+v%C3%ADst+%E2%80%A6"
"1642687076-1919","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Konung Magnus Erikssons Landslag. Codex juris communis Sueciæ Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur10","1485-1499","1485","1499","Title and details","https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/title?t:ac=CorpJur10"
"1642686941-564","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Andlegar spurningar og svör","https://handrit.is/en/manuscript/list/uniform?v=Andlegar+spurningar+og+sv%C3%B6r"
"1642686958-862","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","No Title","https://handrit.is/en/manuscript/view/AM02-0201#section_1","1600-1650","1600","1650","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0201"
"1642687087-2064","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","7","https://handrit.is/en/manuscript/list.browser.pager/7?t:ac=keyword/log"
"1642686978-1029","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0201","1600-1650","1600","1650","Vafra","https://handrit.is/is/manuscript/browse/uniform"
"1642686947-705","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","AM 45 fol.","https://handrit.is/en/manuscript/view/AM02-045"
"1642687082-1978","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/is/AM02-0241b-VII"
"1642686989-1104","https://handrit.is/en/search/results/2YLppK","AM 200 fol.","https://handrit.is/en/manuscript/view/AM02-0200","No Title","https://handrit.is/en/manuscript/view/AM02-0200#section_1","1590-1610","1590","1610","«","https://handrit.is/en/manuscript/view/en/AM02-020-h"
"1642686958-859","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","No Title","https://handrit.is/en/manuscript/view/AM02-0201#section_1","1600-1650","1600","1650","Browse","https://handrit.is/en/manuscript/browse/uniform"
"1642686947-749","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","National Archives of Iceland","https://handrit.is/en/institution/collectionsview/TSI"
"1642687066-1797","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","High Quality","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/53/HIGH_QUALITY_DISPLAY"
"1642687020-1258","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM08-265","1700-1730","1700","1730","»","https://handrit.is/is/manuscript/view/en/AM08-266"
"1642686947-763","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","AM 519 a 4to","https://handrit.is/en/manuscript/view/AM04-0519-a"
"1642686969-984","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","","https://handrit.is/en/manuscript/imaging/is/AM04-0140"
"1642687064-1770","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_5"
"1642687087-2068","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","11","https://handrit.is/en/manuscript/list.browser.pager/11?t:ac=keyword/log"
"1642687069-1867","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","Click for larger","https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content"
"1642687087-2053","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","Search","https://handrit.is/en/search/regular"
"1642686969-947","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","","https://handrit.is/en/manuscript/list.browser.columns:sort/id?t:ac=keyword/sagnfr"
"1642686966-920","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat","1600-1650","1600","1650","11","https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/11?t:ac=KKKat"
"1642686927-325","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","More Details","https://handrit.is/en/biography/view/RasRas001","1818","1818","null","4","https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/4?t:ac=RasRas001"
"1642687076-1921","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Konung Magnus Erikssons Landslag. Codex juris communis Sueciæ Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur10","1485-1499","1485","1499","AM 22 8vo","https://handrit.is/en/manuscript/view/AM08-0022"
